Support_ID,H1_KPI_weighted_power,H2_Criticity,H3_Condition,H4_Risk
RPUDB12T//74-22-4,5.42,5.53,3.05,4.29
RPUWQIFO//74-22-5-CT,4.33,3.67,3.05,3.36
RPWULH1G//74-22-3,5.42,4.53,3.75,4.14
RQ0W7MUL//74-22-2,5.42,4.53,4.8,4.67
RQ2HC35J//74-27,6.5,6.4,2.7,4.55
RQ2NBO45//79,7.58,6.26,2.7,4.48
RQ2O32O0//74-26,6.5,6.4,3.05,4.73
RQ2O34P5//74-2-1-CT,4.33,3.67,2.7,3.18
RQ2O35AP//81,7.58,6.26,2.7,4.48
RQ2RSBDX//74-10-1-CT,4.33,3.67,2.7,3.18
RQ2TB80M//74-3,6.5,5.4,2.7,4.05
RQ2U2NH2//78,7.58,6.26,2.7,4.48
RQ2VJJ4Q//74-4,6.5,5.4,4.8,5.1
RQ2WAWCD//74-25,6.5,6.4,3.05,4.73
RQ2WB0PA//79-1-CT,5.41,4.53,3.05,3.79
RQ3227SQ//77,7.58,6.26,2.7,4.48
RQ351XNN//74-3-1-CT,4.33,3.67,2.7,3.18
RQ351XTF//74,7.58,6.27,2.7,4.48
RQ35REIC//74-6,6.5,5.4,4.8,5.1
RQ36IS0S//74-24,6.5,6.4,3.05,4.73
RQ36IS7R//74-22-1,5.42,4.53,4.45,4.49
RQ36ITU7//74-2,6.5,5.4,2.7,4.05
RQ37A8RE//74-28,6.5,6.4,4.45,5.43
RQ38R6MC//74-7,6.5,5.4,3.05,4.23
RQ38R73O//74-1,6.5,5.4,2.7,4.05
RQ38R785//76,7.58,6.27,2.7,4.48
RQ3D9RJP//74-23,6.5,6.4,3.05,4.73
RQ3E19WA//74-8,6.5,5.4,3.05,4.23
RQ3E1AI0//75,7.58,6.27,3.05,4.66
RQ3HQH2A//74-10,6.5,5.4,4.45,4.93
RQ3IHW6E//74-9,6.5,5.4,3.05,4.23
RQ3K0TFG//82,7.58,6.26,6.55,6.41
RQ3M949X//74-22,6.5,5.4,3.05,4.23
RQ3OHGEU//74-11,6.5,5.4,3.05,4.23
RQ3TPIUD//74-21,6.5,5.4,4.8,5.1
RQ3TPJNW//74-12,6.5,5.4,3.05,4.23
RQ4087VA//74-13,6.5,5.4,3.05,4.23
RQ44OTL4//74-20,6.5,5.4,4.8,5.1
RQ44OU50//74-14,6.5,5.4,3.05,4.23
RQ4AOEG4//74-15,6.5,5.4,3.05,4.23
RQ4C7A7X//74-19,6.5,5.4,2.7,4.05
RQ4CWPID//74-16,6.5,5.4,3.05,4.23
RQ4CWRDB//83,7.58,6.26,3.05,4.66
RQ4HFDQA//74-17,6.5,5.4,3.05,4.23
RQ4KF5UF//74-18,6.5,5.4,3.05,4.23
RQ4O6CAL//74-29,6.5,6.4,2.7,4.55
RQ4RVMH0//84,7.57,6.26,2.7,4.48
RQ52UWT5//80-1-CT,5.41,4.53,2.7,3.62
RQ5BU910//73,7.58,6.27,3.05,4.66
RQ5HTS99//85,7.57,6.26,2.7,4.48
RQ61SCFJ//74-30,6.5,6.4,3.4,4.9
RQ6M1DXH//86,7.57,6.26,2.7,4.48
RQ6R9HBI//86-1-CT,5.41,4.53,2.7,3.61
RQ7JG075//87,7.57,6.26,2.7,4.48
RQ7SF9TF//72,7.59,6.27,3.05,4.66
RQ82N36S//74-31,6.5,6.4,3.4,4.9
RQ82N3G8//74-33-5,5.42,5.53,1.65,3.59
RQ8AUX4A//74-33-6-CT,4.33,4.67,1.65,3.16
RQ8EM99R//88,7.57,6.26,3.4,4.83
RQ8UCGAG//74-33-4,5.42,5.53,6.55,6.04
RQ9PISCN//89,7.57,6.26,3.05,4.65
RQ9W9OJR//74-32,6.5,6.4,6.55,6.48
RQA9HCG7//74-33-3,5.42,5.53,6.55,6.04
RQAA8TM4//71,7.59,6.27,3.05,4.66
RQAKP3CS//90,7.57,6.25,2.7,4.48
RQAUFPTH//74-33-2,5.42,5.53,6.55,6.04
RQB7NGUI//91,7.57,6.25,2.7,4.48
RQBDN1ED//92-CT,6.49,5.39,2.7,4.04
RQBMM8KX//74-33-1,5.42,5.53,2.0,3.77
RQBQDFTA//74-33,6.5,6.4,4.8,5.6
RQCQ2FER//70,7.59,6.27,3.4,4.84
RQE5WOGE//74-34,6.5,6.4,3.4,4.9
RQFGTBSJ//69,7.59,6.27,3.05,4.66
RQFQK18D//74-35,6.5,6.4,3.4,4.9
RQHIFFCM//74-36,6.5,6.4,3.4,4.9
RQHUEI6N//74-37-CT,5.42,5.53,2.7,4.12
RQI6UR6H//68,7.59,6.27,2.7,4.49
RQJ7B5LL//68-1,6.51,5.4,3.05,4.23
RQK7030R//68-2,6.51,5.4,3.05,4.23
RQKTFCF1//67,7.59,6.27,3.05,4.66
RQL85UHJ//68-3,6.51,5.4,3.05,4.23
RQMA3527//68-4,6.51,5.4,3.05,4.23
RQMVQX85//66-1-CT,5.42,4.54,1.3,2.92
RQN6Q9V3//66,7.59,6.27,3.05,4.66
RQN6QA89//68-5,6.51,5.4,2.7,4.05
RQQ6IGW0//65,7.59,6.27,3.4,4.84
RQSVBDBP//64,7.59,6.28,3.4,4.84
RQVKLDLX//63,7.59,6.28,3.05,4.66
RQX20JL3//59-19-CT,5.43,4.54,2.7,3.62
RQXM7I3A//59-18,6.51,5.41,3.05,4.23
RR09VDW6//62,7.6,6.28,3.05,4.66
RR0BE8R1//59-17,6.51,5.41,6.55,5.98
RR0XTIF1//59-16,6.51,5.41,3.4,4.41
RR1K2GVE//59-15,6.51,5.41,3.4,4.41
RR24QJAE//59-14,6.51,5.41,6.55,5.98
RR2KGTFU//59-13,6.51,5.41,3.4,4.41
RR30OABW//61,7.6,6.28,3.05,4.66
RR356VST//59-12,6.51,5.41,3.4,4.41
RR3NV07V//59-11,6.51,5.41,3.4,4.41
RR4ATDQC//59-10,6.51,5.41,2.7,4.06
RR4MSGN9//59-9,6.51,5.41,2.7,4.06
RR5H9AOR//59-8,6.51,5.41,3.05,4.23
RR5OPPNV//60,7.6,6.28,2.7,4.49
RR6FFC1D//59-7,6.51,5.41,2.7,4.06
RR6GW843//59-7-1-CT,4.34,3.67,2.7,3.19
RR7L3RTG//59-6,6.51,5.41,3.05,4.23
RR8NQHGC//59-5,6.51,5.41,2.7,4.06
RR9JO7KN//59-4,6.51,5.41,2.7,4.06
RR9L73WC//59,7.6,6.28,3.05,4.66
RR9U6EJ3//59-1,6.51,5.41,2.7,4.06
RRAB59FH//59-3-A1,5.43,4.54,2.7,3.62
RRAPCNEN//59-3,6.51,5.41,3.05,4.23
RRAVC7SP//59-3-B1,5.43,4.54,0.95,2.75
RRBTI956//59-2,6.51,5.41,3.05,4.23
RRDA61MW//58,7.6,6.28,3.05,4.66
RRH7CSX5//57,7.6,6.28,2.7,4.49
RRKD4KI7//56,7.6,6.28,3.05,4.67
RRNHDFXP//55,7.6,6.28,3.05,4.67
RRQJE09U//54,7.6,6.28,2.7,4.49
RRRUAJIN//53,7.6,6.28,3.05,4.67
RRTA6V0M//52,7.61,6.28,3.4,4.84
RRULSVBA//51,7.61,6.29,3.05,4.67
RRVUH5EV//50,7.61,6.29,4.45,5.37
RRXRKN1Q//49,7.61,6.29,3.05,4.67
RS1HX76K//48,7.61,6.29,2.7,4.49
RS29E92M//47,7.61,6.29,3.05,4.67
RS30TAWM//46,7.61,6.29,2.7,4.49
RS40I8FR//45,7.61,6.29,2.7,4.49
RS53WD64//44,7.61,6.29,2.7,4.5
RT82CO7C//D34-3,6.53,5.43,2.7,4.06
RT8L2QFF//D34-2,6.53,5.43,2.7,4.06
RT9A9GXW//D34-1,6.53,5.43,2.7,4.06
RTIES7OX//D31-1-CT,5.45,4.56,2.7,3.63
RVWXPSPU//D6-1-CT,5.46,4.57,2.7,3.64
SR2JKGWT/80,7.66,6.33,2.35,4.34
SR31ARAI//74-5,6.5,5.4,3.05,4.23
S5OHC14B//D8,7.26,6.01,0.95,3.48
S5OKBRG7//D7,7.33,6.06,2.35,4.21
S5ONBJQT//D6,7.4,6.12,2.35,4.23
S5OQBC3W//D5,7.46,6.17,2.35,4.26
S5OSJNC8//D4,7.53,6.22,2.35,4.29
S5OVJFN8//D3,7.59,6.27,2.35,4.31
S5OWAURA//D2X2,5.84,4.87,1.3,3.09
S5P2246G//D1,7.73,6.38,2.35,4.37
S5PE16WJ//D2,7.66,6.33,1.3,3.81
S5PFI312//D2X1,5.84,4.87,1.3,3.09
S5QI6POO//D9,7.2,5.96,0.95,3.45
S5S3B69E//D10,7.13,5.9,0.95,3.43
S5TGG2EI//D11,7.06,5.85,0.95,3.4
S5VC2NN1//D12,7.0,5.8,2.35,4.07
S5WXFFCR//D13,6.93,5.75,0.95,3.35
S61G0G0W//D14,6.87,5.69,0.95,3.32
S62DF24C//D15,6.8,5.64,1.3,3.47
S62H68M6//D18-5CT,6.91,5.73,2.7,4.21
S63NK5H8//D18-4,6.91,5.73,2.7,4.21
S644J141//D16,6.73,5.59,1.3,3.44
S651XKPV//D18-3,6.91,5.73,3.05,4.39
S66F4H2C//D18-2,6.91,5.73,2.7,4.21
S68C80M4//D18-1,6.91,5.73,2.7,4.21
S68L7B9D//D18,6.6,5.48,2.35,3.92
S68WEX0Q//D18-1-1CT,6.05,5.04,1.3,3.17
S69FM59I//D17,6.67,5.53,0.95,3.24
S6B014RF//D19,6.54,5.43,0.95,3.19
S6DKBCST//D20,6.47,5.38,0.95,3.16
S6GW2MLG//D21,6.4,5.32,0.95,3.14
S6JOCF2T//D22,6.34,5.27,0.95,3.11
S6MND6XT//D23,6.27,5.22,0.95,3.08
S6POMA23//D24,6.21,5.17,0.95,3.06
S6TMKI7P//D25,6.14,5.11,2.35,3.73
S6WGD6QK//D26,6.07,5.06,0.95,3.0
S6X7S4UK//189-15-CT,5.91,4.93,2.7,3.82
S6XPQQ6E//189-14,6.76,5.61,2.7,4.15
S7058P58//189-13,6.76,5.61,2.7,4.15
S70SFJ8S//D27,6.01,5.01,2.35,3.68
S71467HF//189-12,6.76,5.61,4.45,5.03
S71G5AC8//189-11,6.76,5.61,2.7,4.15
S73NP0J2//189-10,6.76,5.61,2.7,4.15
S74SM4JO//D28,5.94,4.95,0.95,2.95
S75OJP8F//189-9,6.76,5.61,2.7,4.15
S77KVV12//D29,5.88,4.9,0.95,2.93
S78157MX//189-8,6.76,5.61,2.7,4.15
S783DILX//189-6-1-CT,5.07,4.26,2.7,3.48
S7AAX8X3//189-7,6.76,5.61,2.7,4.15
S7AKO0K3//189-6,6.76,5.61,2.7,4.15
S7ALFFNX//189-7-1,5.91,4.93,2.7,3.82
S7ATNEM5//D30,5.81,4.85,0.95,2.9
S7BSKRFB//189-5,6.76,5.61,3.05,4.33
S7CKR95N//D59-3-11,6.01,5.01,2.7,3.86
S7CN1LDA//189-4,6.76,5.61,3.05,4.33
S7CT14OH//D59-3-10-1-CT,4.3,3.64,2.7,3.17
S7CWQBXF//D59-3-10,6.01,5.01,2.7,3.86
S7DAPFTG//189-3,6.76,5.61,1.3,3.45
S7DXW5GE//D59-3-9,6.01,5.01,2.7,3.86
S7EULF2I//D31,5.74,4.8,0.95,2.87
S7FUA7XL//D59-3-8,6.01,5.01,2.7,3.86
S7I8CKKC//D59-3-7,6.01,5.01,3.05,4.03
S7K3X81U//D59-3-6,6.01,5.01,2.7,3.86
S7K8FV77//D59,3.9,3.32,2.35,2.83
S7KO6AMP//D32,5.68,4.74,0.95,2.85
S7LWSE9U//D59-3-5-2-CT,4.3,3.64,2.7,3.17
S7M72A6O//D59-3-3,6.01,5.01,2.7,3.86
S7MARHA0//D59-3-5,6.01,5.01,2.7,3.86
S7MBIWHE//D59-3-3-1-CT,4.3,3.64,2.7,3.17
S7ML9NUP//D59-3-5-1,5.16,4.32,2.7,3.51
S7N5XQHB//D59-3-2,6.01,5.01,2.7,3.86
S7NGG35B//D33,5.61,4.69,0.95,2.82
S7NHWU4V//D58,3.96,3.37,0.95,2.16
S7NTVW28//D59-3-4,6.01,5.01,2.7,3.86
S7OJ4NLW//D57,4.03,3.42,2.35,2.89
S7OPTMG9//D59-1,6.87,5.7,0.95,3.32
S7PI254F//D59-3-1,6.01,5.01,2.7,3.86
S7Q6HER3//D59-2,6.87,5.7,2.7,4.2
S7R0WCF7//D34,5.55,4.64,0.95,2.79
S7R36JTR//D59-3,6.87,5.7,2.7,4.2
S7RO508P//D56,4.09,3.47,0.95,2.21
S7S2TH5D//D59-4,6.87,5.7,2.7,4.2
S7T5I6LW//D59-5,6.87,5.7,2.7,4.2
S7TF8XFQ//D55,4.16,3.53,1.3,2.41
S7UGEPQA//D59-5-1,6.01,5.01,2.7,3.86
S7UK5WW1//D59-6,6.87,5.7,3.05,4.37
S7URMHAB//D35,5.48,4.58,2.35,3.47
S7VJ3F5T//D59-7,6.87,5.7,3.05,4.37
S7VJ3FC1//D59-5-2,6.01,5.01,2.7,3.86
S7WF15FQ//D59-5-3,6.01,5.01,2.7,3.86
S7WIQCFE//D59-8,6.87,5.7,2.7,4.2
S7XG6WWF//D59-5-4-CT,5.16,4.32,2.7,3.51
S7XMVW0M//D59-9,6.87,5.7,3.05,4.37
S8005LC0//D54,4.23,3.58,2.35,2.97
S806545G//D59-10,6.87,5.7,3.05,4.37
S8065866//D36,5.41,4.53,0.95,2.74
S814B5B6//D59-11,6.87,5.7,3.05,4.37
S81H1N5Q//D59-12-1-CT,5.16,4.32,2.7,3.51
S81W0I6H//D59-12,6.87,5.7,1.3,3.5
S82CXD65//D59-13,6.87,5.7,2.7,4.2
S83RL7FF//D53,4.29,3.63,2.35,2.99
S841T57R//D37,5.35,4.48,2.35,3.41
S84734ES//D59-14,6.87,5.7,3.05,4.37
S84736GE//D52,4.36,3.69,0.95,2.32
S84J2977//D53-1,6.88,5.7,1.3,3.5
S84NIXJ3//D38,5.28,4.43,0.95,2.69
S84NIXPC//D37-1,6.89,5.71,1.3,3.51
S84S1M0G//D37-1-1,6.03,5.02,3.05,4.04
S84WIA2F//D39,5.22,4.37,0.95,2.66
S8530W8B//D40,5.15,4.32,2.35,3.34
S853QBGQ//D53-2,6.88,5.7,2.7,4.2
S856Q41I//D51,4.42,3.74,0.95,2.34
S859PVF1//D42-2-CT,6.03,5.02,2.7,3.86
S85AHD29//D37-1-3CT,6.03,5.02,2.7,3.86
S85GGRDN//D59-15,6.87,5.7,2.7,4.2
S85IP4H6//D59-16-1CT,6.01,5.01,1.3,3.16
S85JGM0G//D50,4.49,3.79,0.95,2.37
S85UOAUI//D42-1,6.89,5.71,2.7,4.21
S860FGKE//D53-3,6.88,5.7,2.7,4.2
S8646LTF//D59-16,6.87,5.7,3.05,4.37
S865NLKC//D41,5.08,4.27,0.95,2.61
S86A6896//D53-4,6.88,5.7,2.7,4.2
S86FECA3//D49,4.56,3.84,0.95,2.4
S86G5S8R//D42,5.02,4.21,2.35,3.28
S86JV1D6//D43,4.95,4.16,2.35,3.26
S86ODNJ7//D44,4.89,4.11,0.95,2.53
S86S4VRT//D37-1-X-1,5.17,4.34,3.05,3.69
S86UD7R5//D45,4.82,4.06,0.95,2.5
S86WLITM//D46,4.75,4.0,0.95,2.48
S872CQ0G//D47,4.69,3.95,0.95,2.45
S873TJ4G//D59-17,6.87,5.7,3.05,4.37
S8763X5V//D48,4.62,3.9,0.95,2.42
S87L2SME//D44-1,6.89,5.71,0.95,3.33
S885QRIM//D59-18,6.87,5.7,3.05,4.37
S88D9C3N//D40-1,6.89,5.71,1.3,3.51
S88WOSRW//D44-2-CT,6.03,5.02,2.7,3.86
S89ANS5P//D59-19,6.87,5.7,3.05,4.37
S89RV4VL//D37-2,6.89,5.71,3.05,4.38
S8B6AK5T//D37-3,6.89,5.71,3.05,4.38
S8B71UGX//D59-20,6.87,6.7,3.05,4.87
S8BMQAWE//D40-2,6.89,5.71,0.95,3.33
S8C3P1J7//D59-21,6.87,6.7,3.05,4.87
S8D5METU//D37-4,6.89,5.71,3.05,4.38
S8DICRSO//D59-22,6.87,6.7,1.3,4.0
S8E32U09//D59-26-1-CT,5.16,5.32,2.7,4.01
S8EPIACX//D40-3,6.89,5.71,1.3,3.51
S8EUQ8WK//D59-26,6.87,6.7,2.7,4.7
S8FV6L93//D59-27,6.87,6.7,3.05,4.87
S8GBE6DU//D37-5,6.89,5.71,3.05,4.38
S8GX3TNL//D59-28,6.87,6.7,3.05,4.87
S8HV9UT5//D59-29,6.87,6.7,3.05,4.87
S8I411LT//D37-6,6.89,5.71,2.7,4.21
S8IUWS47//D59-30,6.87,6.7,3.05,4.87
S8IVOEH2//D37-6-1,6.03,5.02,2.7,3.86
S8J1FLEQ//D40-4,6.89,5.71,0.95,3.33
S8JGEGPR//D37-6-2,6.03,5.02,2.7,3.86
S8JQ58J9//D37-7,6.89,5.71,3.05,4.38
S8JQUI4S//D59-31,6.87,6.7,2.7,4.7
S8K73W3V//D59-31-1-CT,5.16,5.32,2.7,4.01
S8KEKHV7//D37-6-3,6.03,5.02,2.7,3.86
S8KLBHKI//D37-8,6.89,5.71,2.7,4.21
S8L1IVBG//D37-6-4-CT,5.17,4.34,2.7,3.52
S8LO01LP//D59-32,6.87,6.7,3.05,4.87
S8LPH3OJ//D37-14,6.89,5.71,2.7,4.21
S8LW82QD//D37-9,6.89,6.71,3.05,4.88
S8MGW5D3//D37-13,6.89,5.71,3.05,4.38
S8N1M6RQ//D40-5,6.89,6.71,1.3,4.01
S8N5DET0//D37-12,6.89,6.71,2.7,4.71
S8N64U42//D37-14-1CT,6.03,5.02,2.7,3.86
S8N8D6UE//D37-10,6.89,6.71,3.05,4.88
S8NECJMT//D59-33,6.87,6.7,1.3,4.0
S8NFTLTD//D37-15,6.89,5.71,2.7,4.21
S8OJ9Q29//D37-11,6.89,6.71,2.7,4.71
S8PCWX9A//D59-34,6.87,6.7,3.05,4.87
S8Q7DWB0//D40-6,6.89,6.71,1.3,4.01
S8QN49G7//D37-16,6.89,5.71,3.05,4.38
S8RSQJ24//D59-35,6.87,6.7,1.3,4.0
S8SNWS2N//D59-36,6.87,6.7,3.05,4.87
S8TKM4BV//D40-7,6.89,6.71,0.95,3.83
S8TWL889//D37-17,6.89,5.71,2.7,4.21
S8UU1M6K//D59-37,6.87,6.7,3.05,4.87
S8W1O3VO//D59-38,6.87,6.7,3.05,4.87
S8XKSIKL//D59-39,6.87,6.7,2.7,4.7
S91H6L3M//D59-40,6.87,6.7,1.3,4.0
S935AS15//D59-41,6.87,6.7,3.05,4.87
S9362F3T//D37-18CT,6.89,5.71,2.7,4.21
S943H17G//D37-19,6.89,5.71,0.95,3.33
S94UER5Q//D59-42,6.87,6.7,3.05,4.87
S95TCFBF//D37-20,6.89,5.71,0.95,3.33
S96NR3FP//D59-43,6.87,6.7,3.05,4.87
S98JDOV2//D59-44,6.87,6.7,3.05,4.87
S9B6FE4T//D59-45,6.87,6.7,1.3,4.0
S9C9TIPU//D59-46,6.87,6.7,3.05,4.87
S9EKF18O//D59-47,6.87,6.7,2.7,4.7
S9G9AN83//D59-48,6.87,6.7,2.7,4.7
S9GNI37M//D59-49,6.87,6.7,2.7,4.7
S9H009WP//D59-48-1,6.01,6.01,2.7,4.36
S9HK78CL//D59-48-2,6.01,6.01,3.05,4.53
S9IG4WEF//D59-50,6.87,6.7,3.05,4.87
S9JAJQF3//D59-48-3,6.01,6.01,3.05,4.53
S9K78VHR//D59-51,6.87,6.7,3.05,4.87
S9L5EWSE//D59-48-4,6.01,6.01,3.05,4.53
S9M5TB4P//D59-52,6.87,6.7,2.7,4.7
S9MNRWGQ//D59-48-5,6.01,6.01,3.05,4.53
S9ODF1BO//D59-53,6.87,6.7,3.05,4.87
S9OEVVL6//D59-48-6,6.01,6.01,3.05,4.53
S9PP31O3//D59-48-7,6.01,6.01,3.05,4.53
S9QN92WJ//D59-48-8,6.01,6.01,0.95,3.48
S9R185I1//D59-54,6.87,6.7,2.7,4.7
S9R5OS3P//D59-48-9,6.01,6.01,3.05,4.53
S9SL4188//D59-55,6.87,6.7,2.7,4.7
S9SVK89X//D59-48-10,6.01,6.01,3.05,4.53
S9UVNI1O//D59-48-11,6.01,6.01,3.05,4.53
S9VK4R87//D59-56,6.87,6.7,3.05,4.87
S9WS1K4W//D59-57,6.87,6.7,2.7,4.7
S9WVQRRJ//D59-48-12,6.01,6.01,3.05,4.53
SA046O6W//D59-58,6.87,6.7,2.7,4.7
SA0WLIL2//D59-48-13,6.01,6.01,3.05,4.53
SA20IQMI//D59-59,6.87,6.7,3.05,4.87
SA2M8LLM//D59-48-14,6.01,6.01,2.7,4.36
SA3FW02P//D59-60,6.87,6.7,1.3,4.0
SA4W2N0P//D59-48-15,6.01,5.01,1.3,3.16
SA5L9D5K//D59-61,6.87,6.7,3.05,4.87
SA715OGG//D59-62,6.87,6.7,2.7,4.7
SA8L1K81//D59-63,6.87,6.7,2.7,4.7
SA9A8AUC//D59-64,6.87,6.7,2.7,4.7
SAA3VNQU//D59-63-1-CT,5.16,5.32,2.7,4.01
SAA3VNV0//D59-65,6.87,6.7,2.7,4.7
SAAR4EJ8//D59-66,6.87,6.7,2.7,4.7
SAF2AALR//D59-67,6.87,6.7,2.7,4.7
SAHBCV02//D59-68,6.87,6.7,2.7,4.7
SAHF4495//D59-68-1-CT,5.16,5.32,2.7,4.01
SAJTES0E//D59-69,6.87,6.7,2.7,4.7
SAM60AF0//D59-70,6.87,6.7,6.2,6.45
SAOEBFMR//D59-71,6.87,6.7,2.7,4.7
SAQ6WASR//D59-72,6.87,6.7,3.05,4.87
SAS99VNN//D59-73,6.87,6.7,3.05,4.87
SATW5JKO//D59-74,6.87,6.7,2.7,4.7
SAX2EF03//D59-76-1 CT,6.01,6.01,2.7,4.36
SAXCULNU//D59-76,6.87,6.7,2.35,4.52
SB15HGUF//D59-77,6.87,6.7,3.05,4.87
SB32L0DN//D59-78,6.87,6.7,3.05,4.87
SB4W7LQT//D59-79-1 CT,6.01,6.01,1.3,3.66
SB51WT27//D59-79,6.87,6.7,2.7,4.7
SB65CXNO//D59-80 CT,6.87,6.7,2.7,4.7
TAWHA09W//D59-75,6.87,6.7,2.35,4.52
